FID,UniqueID,Country,USA_AEZ,Image,Month,Year,jd,long,lat,Crop,Stage,X427,X437,X447,X457,X468,X478,X488,X498,X508,X518,X529,X539,X549,X559,X569,X579,X590,X600,X610,X620,X630,X641,X651,X661,X671,X681,X691,X702,X712,X722,X732,X742,X752,X763,X773,X783,X793,X803,X813,X824,X834,X844,X854,X864,X875,X885,X895,X905,X912,X915,X923,X925,X933,X943,X953,X963,X973,X983,X993,X1003,X1013,X1023,X1033,X1044,X1054,X1064,X1074,X1084,X1094,X1104,X1114,X1124,X1134,X1144,X1155,X1165,X1175,X1185,X1195,X1205,X1215,X1225,X1235,X1245,X1255,X1266,X1276,X1286,X1296,X1306,X1316,X1326,X1336,X1346,X1356,X1366,X1377,X1387,X1397,X1407,X1417,X1427,X1437,X1447,X1457,X1467,X1477,X1488,X1498,X1508,X1518,X1528,X1538,X1548,X1558,X1568,X1578,X1588,X1599,X1609,X1619,X1629,X1639,X1649,X1659,X1669,X1679,X1689,X1699,X1710,X1720,X1730,X1740,X1750,X1760,X1770,X1780,X1790,X1800,X1810,X1820,X1831,X1841,X1851,X1861,X1871,X1881,X1891,X1901,X1911,X1921,X1931,X1942,X1952,X1962,X1972,X1982,X1992,X2002,X2012,X2022,X2032,X2042,X2052,X2063,X2073,X2083,X2093,X2103,X2113,X2123,X2133,X2143,X2153,X2163,X2174,X2184,X2194,X2204,X2214,X2224,X2234,X2244,X2254,X2264,X2274,X2285,X2295,X2305,X2315,X2325,X2335,X2345,X2355,X2365,X2375,X2385,X2395,global_aez,State
1555,4836,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.340623,45.701556,corn,Emerge_VEarly,NA,20.25050891,18.38990557,17.30330497,17.30955776,17.32947733,17.32155293,17.1952139,17.19164601,17.31285286,17.41625037,17.86100934,18.38576659,18.55962037,18.35118139,18.55476045,18.55564671,18.90690403,18.64259263,18.82696077,18.82197886,19.23894602,19.26141341,19.74309199,19.99705511,20.63834221,21.03825203,21.55950611,21.56816197,22.73991535,24.13827984,25.94540518,26.67583696,26.71543302,27.41124605,27.80400715,28.50644978,28.0868546,27.36881893,27.2319476,28.08309526,29.7567117,31.0305195,32.09333493,32.25116543,32.27525202,29.84840878,30.30117634,28.81748186,29.00607847,27.01614628,NA,NA,NA,NA,NA,NA,27.45646165,28.48713348,28.93603477,30.19400242,31.19674149,31.97032938,32.81880002,33.65294731,33.83045824,33.87380134,32.41446904,30.55423376,NA,NA,NA,NA,NA,NA,NA,32.78484009,32.49408712,33.44274013,34.12394338,35.41499654,36.40388482,36.26723639,35.28422335,33.70459932,33.23812852,34.07622097,35.34997204,33.99738271,31.751565,28.10713012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.13064085,33.14151353,33.79875629,34.52722025,33.93997122,33.63987598,33.59705696,34.01534757,34.39183729,35.09113303,36.40835712,36.60662605,36.52754814,36.36242992,36.74943142,36.46354794,36.30709018,35.8965205,35.94687437,35.30208705,34.76855628,34.03554907,33.75554957,32.85041161,31.17998414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.38388467,29.08418234,32.43056934,33.87139813,34.22874605,34.26591617,34.96158375,35.07961506,34.34924872,32.77918839,32.31372324,32.59129768,32.11321715,31.33750792,31.17481983,31.82544963,32.14882763,31.12894317,29.92667931,28.89561675,28.57858351,27.64887151,26.46042864,26.22628981,25.8233127,26.4064296,25.01455613,23.632314,22.10950586,NA,NA,NA,NA,NA,14,Wisconsin
1556,4837,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.362089,45.700768,corn,Emerge_VEarly,NA,19.50875193,17.91740516,16.84326996,16.85016092,16.8118305,16.85095187,16.68115256,16.64883021,16.80522853,17.06559435,17.55690208,18.04310247,18.17738552,18.04290262,18.2593977,18.28538823,18.63922055,18.45716626,18.62180509,18.79835379,19.21613367,19.38593738,19.83760251,20.14304319,20.65845078,21.01262709,21.25514069,21.07444495,21.97129079,23.16839547,24.46200147,24.89330239,25.0852808,25.89580269,26.23128042,26.57638287,26.02947215,25.49822481,25.54760156,26.55778066,27.90345891,28.87852719,29.80615264,29.78875695,29.45608748,27.27754428,28.2583438,27.25029234,27.54205449,25.43959784,NA,NA,NA,NA,NA,NA,25.27541381,26.70911067,27.53107011,28.40889812,28.86032323,29.12528015,29.37546713,29.85069345,30.06687324,30.19862149,29.22752155,27.74881238,NA,NA,NA,NA,NA,NA,NA,30.3478542,30.09318704,30.86898506,31.62830046,33.27645991,34.43208332,34.24166269,33.0204554,31.33986261,30.75454611,31.50058386,32.84251481,31.91207745,30.21051291,26.95276915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.11269424,31.72154735,32.71972483,33.58691941,32.64302569,32.32446625,32.34300569,32.82284198,32.91835683,33.87253399,35.08205081,35.36665375,35.03847589,34.85057734,35.10436203,35.09954427,34.98001039,34.54469325,34.27444199,33.7788423,33.56191251,32.85215638,32.2789418,31.20041236,29.91235481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.85327542,27.6324643,30.34413516,31.08100104,31.20883086,31.07317396,31.71405342,32.6117648,32.87456,32.12806894,31.10542073,31.00339483,30.63118335,30.09297161,29.77674526,30.45876512,30.74563525,29.91975432,28.70401589,27.57697611,27.02022883,26.18210322,25.14825018,24.82843354,24.04783755,24.74842543,23.66824943,23.63299399,23.56970598,NA,NA,NA,NA,NA,14,Wisconsin
1557,4838,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.342655,45.685183,corn,Emerge_VEarly,NA,19.92351322,18.22371233,17.28053271,17.29424742,17.28056095,17.29418728,17.2722949,17.28358653,17.38009271,17.4700192,17.92593952,18.47785549,18.73087493,18.64512847,18.97318668,19.10990368,19.57508162,19.40176403,19.60429121,19.69846499,20.26634914,20.45579821,20.9868931,21.29898255,22.02205008,22.3769708,22.6964858,22.31232653,23.10267443,24.13569381,25.75838785,26.4793077,26.44947113,27.11315259,27.48578112,28.41862787,28.19087618,27.51305958,27.19065129,28.00519834,29.56358273,31.0566959,32.15653378,32.62362659,32.77612414,30.6812617,31.77801609,30.35818983,30.61665741,28.38423527,NA,NA,NA,NA,NA,NA,29.02417762,29.97458031,30.42703883,31.46133421,32.31484702,32.85595677,33.23168533,33.81499049,34.26956508,34.7418029,33.48815845,31.31058009,NA,NA,NA,NA,NA,NA,NA,33.67890293,33.7570177,34.98965204,35.83957234,37.38061295,38.23367001,37.79875314,36.63679682,34.76601805,34.20513355,34.92929493,36.44525486,35.21176045,32.98599876,29.17786114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.15020763,33.97398194,35.14224316,35.96540279,35.49448547,34.93485002,34.70678752,35.1461434,35.69688474,36.25927991,37.41300359,37.74062553,38.1351606,38.09603468,38.47374048,38.10785594,37.96969527,37.3475533,37.51156195,36.89530072,36.44524409,35.5221794,35.0376722,34.13118828,32.77509276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56077292,28.82993572,31.95061662,33.72118183,34.43708341,34.89797652,35.31945049,35.2069746,34.92637608,33.54954842,32.70540666,32.70336957,32.76120175,31.73851886,30.58926343,30.92567139,31.84810129,31.64599775,30.40313711,29.3006301,28.59488611,27.35481017,26.03314199,26.15259639,26.20887046,26.63813124,24.84161802,23.29699982,22.27545191,NA,NA,NA,NA,NA,14,Wisconsin
1558,4839,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.413602,45.657328,corn,Emerge_VEarly,NA,19.32024522,17.33116439,16.28648074,16.29512063,16.34017919,16.29572888,16.24087035,16.25525295,16.3739545,16.48460682,16.94955653,17.44036499,17.52171264,17.23886376,17.32748164,17.27870214,17.62996698,17.48322772,17.54769303,17.56041662,17.8518813,18.00722238,18.27073991,18.4644976,18.91831805,19.55580596,20.1679268,20.5764907,22.10888447,23.65531725,24.99449156,25.47427299,25.72476958,26.64202048,26.89513181,27.20585814,26.58762103,26.03517674,26.09748626,27.20943709,28.52750611,29.54883895,30.52392949,30.68683853,30.31790514,28.31978163,28.12499984,27.27259553,27.11432928,26.303445,NA,NA,NA,NA,NA,NA,25.69028236,26.9181969,27.67636707,29.00436333,29.91282183,30.30716824,30.5633034,31.21027319,31.49781509,31.65106942,30.92751129,29.73064425,NA,NA,NA,NA,NA,NA,NA,31.1403636,30.74701992,31.26592972,32.01672737,33.33242757,34.47475243,34.35293204,33.326598,31.52130753,31.0264516,31.89546577,33.45899412,32.35617946,30.24331373,26.7598816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.43230112,29.46431682,30.07663655,30.9569382,30.81313919,30.73994645,30.83741559,31.12126419,31.3947234,31.76551023,32.69392901,32.97642084,32.937683,32.73621001,32.93172632,32.94926733,32.86890628,32.41378206,31.94797626,31.58366544,31.15291569,30.92992259,30.54163506,29.75481096,28.06872985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.75641888,22.51559988,25.26691031,27.05564216,27.65386586,28.06517632,28.63903599,28.9496168,28.90173109,28.24962692,27.87860399,28.02740584,27.75159578,27.29305798,26.69628708,27.19314323,27.45181974,26.48556689,24.77075019,23.5498616,23.43191852,23.22069204,22.41397663,21.71936613,20.50031631,20.92814577,20.47240841,19.03611069,16.80945442,NA,NA,NA,NA,NA,14,Wisconsin
1559,4840,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.353413,45.709054,corn,Emerge_VEarly,NA,19.84433274,18.38653975,17.36698066,17.52213431,17.65817066,17.63200303,17.62341781,17.55483435,17.88669372,18.07558425,18.76678389,19.39576283,19.78187151,19.79864255,20.2578748,20.58434557,21.21182917,21.18849497,21.40484855,21.56894052,22.10582091,22.34284353,22.94852352,23.29229115,23.94207536,24.36172331,24.67774158,24.33776029,25.28494923,26.47497274,28.00848442,28.38991492,28.60805904,29.46907953,29.96713933,30.5129885,29.92137815,29.27965862,29.20027921,30.20955844,31.69380547,32.88810929,33.95842929,34.19731213,33.88745102,31.64691767,30.94060619,29.85682557,28.79200825,28.25170752,NA,NA,NA,NA,NA,NA,28.90402554,30.53807722,31.53884703,32.85105828,33.94812405,34.48977277,34.48912946,34.67287154,34.9259938,35.53728473,34.61908317,32.67675379,NA,NA,NA,NA,NA,NA,NA,35.61640566,35.20456587,36.28605721,37.16182955,38.52672549,39.47110845,39.39305005,38.16619396,35.89129074,35.12597239,36.18604082,38.18413759,37.18933664,34.96406249,30.97993656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.02363243,38.17320567,38.74266417,39.45346544,38.90763933,38.30998155,37.76009422,38.18840739,38.5660982,39.77329193,40.76804228,40.97618402,40.80659018,40.88570856,41.5917489,41.64693704,41.38550318,40.85650662,40.45337499,39.85202149,39.1881375,38.42093199,38.08659321,37.14789152,35.61421839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.12232207,34.02297946,38.02116231,40.07640266,40.42485029,40.02262865,40.21814055,40.95637916,41.31443923,40.93593854,39.65428912,39.06240138,37.85441736,37.25110268,37.25411085,38.27045512,38.53604963,37.18527268,35.41793847,33.86544857,33.19682859,32.34521297,31.13055058,31.71947571,31.85726252,32.38759522,29.73978814,27.43367075,26.20191148,NA,NA,NA,NA,NA,14,Wisconsin
1560,4841,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.34267,45.701583,corn,Emerge_VEarly,NA,18.83829134,17.36048463,16.46723671,16.60779037,16.70945255,16.65878958,16.58628954,16.6185644,16.86955933,17.04558269,17.58794803,18.09793251,18.29352214,18.08753791,18.2373215,18.26905079,18.64597302,18.49667837,18.55309167,18.56996373,18.90243545,18.90554228,19.27908458,19.48583129,20.18407367,20.64979265,21.49221799,21.84676469,23.43471736,25.02579428,26.90044841,27.66313788,27.73562267,28.36829613,28.69701664,29.26455803,28.87608693,28.1634753,28.01676553,28.76203781,30.27765371,31.50884112,32.49208936,32.7085385,32.62776202,30.28452907,30.87706512,29.62852897,29.3130717,27.64370918,NA,NA,NA,NA,NA,NA,27.59123077,28.86951291,29.96406588,30.90301342,31.81277067,32.21789435,32.74848881,33.53057034,34.01769048,34.66760906,33.34087982,31.19958722,NA,NA,NA,NA,NA,NA,NA,32.14496564,32.01748792,32.90194488,33.38351005,34.60731298,35.48243501,35.59761685,34.55462102,32.80992563,32.18368007,33.25638176,34.75723882,33.35741713,30.89084003,26.93031884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.20802063,29.89089385,30.18325846,30.5030567,30.2032849,29.7709698,29.51134499,30.09712108,30.88116126,31.97404213,32.78588302,32.92646864,32.73389581,32.7388479,33.1082378,33.32219373,33.25586584,32.74362575,32.4724144,31.64945995,31.15269391,29.99994551,29.68321217,28.82370445,27.8424203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.87558818,25.78602495,27.57724766,28.63026054,29.43741404,29.6377787,29.76040699,29.92930303,29.73560138,28.39116757,26.96271026,27.60899855,28.04322618,28.04270823,27.28741428,27.67254902,28.1022025,27.28043435,25.90101414,25.32633934,25.10939382,24.49162212,22.75480389,22.61432869,22.77958379,23.55055596,22.06077355,19.24526806,16.34781612,NA,NA,NA,NA,NA,14,Wisconsin
1561,4842,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.343759,45.688586,corn,Emerge_VEarly,NA,20.24572455,18.27263604,17.34899523,17.29619571,17.28600642,17.22733055,17.14575003,17.11349925,17.39592552,17.42399549,17.90396153,18.27105489,18.43002625,18.21389248,18.39608059,18.47019587,18.80695477,18.59468421,18.79644372,18.92713899,19.41668178,19.48861902,19.98526543,20.39514729,21.16974301,21.59289262,21.95416113,21.70191348,22.55266641,23.67326326,25.3132896,26.06535205,26.15232121,26.8917198,27.40905203,28.22837691,27.98395231,27.31710515,27.23561266,28.13824793,29.88594216,31.28745895,32.45608143,32.738377,32.99447498,30.93780474,32.40870647,31.02497814,31.6671371,29.04971924,NA,NA,NA,NA,NA,NA,28.54805457,30.15505159,30.8396225,31.96817479,32.95656402,33.77546699,34.36954511,35.08692857,35.44438579,36.00813926,34.74407645,32.87674591,NA,NA,NA,NA,NA,NA,NA,35.16866048,35.11138476,36.14114026,36.8849935,38.37365729,39.58528946,39.52975707,38.74794882,36.79563358,36.16996015,36.81082378,38.48719869,37.32002554,35.17194811,31.1422045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.67425145,37.09868431,37.75607906,38.35425471,37.86194356,37.19858381,36.57190703,37.07319042,37.53612566,38.43213807,39.39953089,39.52893046,39.67004769,39.66194106,40.24780827,39.90308333,39.50031249,38.96208269,38.89589028,38.59990127,38.35263817,37.71806457,37.21203885,36.26082364,34.69149265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.62805223,29.88970252,33.34528634,34.92573388,35.49218113,35.19088868,35.80699076,36.03871309,36.0858878,35.20703005,34.38874006,34.82713551,34.69387796,34.22067108,33.31566008,33.36462243,33.56269516,32.8042512,31.47294243,29.95669391,29.3253984,28.97442531,28.42372828,28.37722193,27.52082675,27.42669655,25.40071467,23.9358711,22.62313552,NA,NA,NA,NA,NA,14,Wisconsin
1562,4843,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.352934,45.685588,corn,Emerge_VEarly,NA,19.94274478,18.25950669,17.21324015,17.35601247,17.34599958,17.34602054,17.21174194,17.24802939,17.38502202,17.47165313,17.96551056,18.51994465,18.80833506,18.63317853,18.86209992,18.9250942,19.3167466,19.16324738,19.29721027,19.36665513,19.80156816,19.93581686,20.46621696,20.83153246,21.4990778,21.96101122,22.29382463,22.2255887,23.24641493,24.50866239,26.06853811,26.66995206,26.88070901,27.66316412,28.04865754,28.64240115,28.24263526,27.6789602,27.54703342,28.48506765,30.13191871,31.42858749,32.32919765,32.51153253,32.39806383,30.28551748,29.29315066,28.29177555,27.45032215,27.04362382,NA,NA,NA,NA,NA,NA,27.71330691,28.73403483,29.55591177,30.60821173,31.62972921,32.0625246,32.46474909,33.10478022,33.49343971,34.14611353,33.15525659,31.24112281,NA,NA,NA,NA,NA,NA,NA,33.51141469,33.30515306,34.25860561,34.82676042,36.224285,36.96295022,36.89154907,35.95950472,34.33255,33.80649005,34.6030753,36.32150998,35.48854328,33.08191016,29.03913077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.46603957,34.42292358,35.07383105,35.7082003,35.05228953,34.46470821,34.19745935,34.56299704,35.2737316,35.89100065,36.81635247,36.99246096,37.36767106,37.68276074,37.89441985,37.47406614,37.14955109,36.90455989,37.22664799,36.86204155,36.39666895,35.43531907,34.90198456,33.78764009,32.27365877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.89746756,31.52707383,34.61904588,35.64216076,36.14413142,35.77996236,36.20881291,36.12320156,35.91281651,34.62298574,33.84407931,33.71142767,33.38195483,32.31146773,31.61469167,32.24326501,32.81472278,32.53557248,31.43151752,30.2618315,29.39486374,28.49271418,27.48238541,27.50669181,26.96431806,27.72483501,26.19042696,24.91127733,23.52479472,NA,NA,NA,NA,NA,14,Wisconsin
1563,4844,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.366283,45.675311,corn,Emerge_VEarly,NA,19.82419627,18.09528235,17.21822861,17.22384744,17.28116421,17.27751582,17.22562391,17.28113061,17.49343546,17.60995686,18.08665601,18.53406449,18.65207011,18.323584,18.38569485,18.42583441,18.78285591,18.56808672,18.61825342,18.63577925,18.96871728,19.04976018,19.52434968,19.8449507,20.40842148,20.85164847,21.40065549,21.63210646,23.03685368,24.56773415,26.13481014,26.73453497,27.01442421,27.93368841,28.30874341,28.83264356,28.26285672,27.74222747,27.68393829,28.84959448,30.27509308,31.46830912,32.43899571,32.94333555,32.68843074,30.33711462,32.54793347,31.56049668,33.04076677,29.72650112,NA,NA,NA,NA,NA,NA,29.07574882,30.64029268,31.57487623,32.53768816,33.27551539,33.59359559,33.97850699,34.78971272,35.40262155,35.82984741,34.50888346,32.5242743,NA,NA,NA,NA,NA,NA,NA,34.23811236,33.92832518,34.87398069,35.82113909,37.44153645,38.72591916,38.51151882,37.48375108,35.50073688,35.14915258,36.13627701,37.73721525,36.47305645,34.01548448,30.36910204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.38527263,34.47098368,34.94412723,35.70499563,35.48469366,35.34536007,35.17756936,35.56989233,36.14503266,36.67757968,37.55036591,38.14906466,38.62339586,38.87307317,39.26458067,38.99017401,38.97649043,38.04846994,37.71358568,36.88641379,36.36620618,35.59217561,35.05170851,34.24405941,32.77842525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.26642526,30.01469817,33.16338869,34.73267818,34.98301826,35.0418931,35.44829904,36.379309,36.47640006,35.61452698,34.54367144,33.79942655,32.8498714,31.94963728,31.95456889,32.61919771,33.07577806,32.43773101,31.55367525,30.16005647,29.45071332,28.06923664,26.67079101,25.75841671,24.98990344,25.53711229,24.11129615,23.44243468,22.33610865,NA,NA,NA,NA,NA,14,Wisconsin
1564,4845,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.413146,45.656221,corn,Emerge_VEarly,NA,19.45913022,17.73908644,16.78875157,16.73611509,16.70370627,16.65188367,16.53923803,16.49296442,16.62951002,16.75647961,17.19447485,17.66330302,17.85656952,17.71687492,17.97473996,18.09952497,18.52373279,18.40965167,18.55701005,18.65500546,19.02209801,19.27022107,19.73446751,20.06776113,20.49696898,21.11632931,21.37632182,21.35482443,22.30892002,23.64608446,24.83068718,25.28598788,25.5696591,26.564523,26.745344,27.1099361,26.50049104,26.18001767,26.25015239,27.36222699,28.52918758,29.338809,30.25896967,30.52873338,30.03267391,28.05865772,30.67421827,30.30780843,31.70619868,28.05251936,NA,NA,NA,NA,NA,NA,26.80205564,27.80491399,28.19900887,29.18585718,29.64072862,29.7580249,29.98763168,30.79402226,31.39828517,31.64777805,30.51235893,28.75192537,NA,NA,NA,NA,NA,NA,NA,30.9684734,30.84334728,31.77787864,32.46524226,33.87648868,34.83546569,34.45774733,33.60482641,31.99989569,31.54438754,32.07658009,33.42142186,32.45831726,30.35997942,26.86738465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.38492659,32.48772792,32.76543021,33.58634521,33.16856076,32.66854641,32.25580843,32.65432604,33.26757988,33.73044165,34.32296487,34.80173784,35.09457129,35.11697341,35.01461029,34.83865714,34.67668801,34.12542557,34.0263097,33.69826322,33.60294991,32.8713168,32.2659519,31.10941825,29.36958231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.52441105,26.7979162,29.50266232,31.00671944,32.31730443,32.90266202,33.06759575,32.3539928,31.24107177,30.01967768,29.42031443,29.98173368,29.90213801,29.49370869,29.06493834,29.69107078,30.09422708,29.57610161,28.53043708,27.6806495,27.81050554,27.61033395,26.72549347,25.65420245,24.4081051,24.69207148,23.26311974,22.16083079,20.69333282,NA,NA,NA,NA,NA,14,Wisconsin
1565,4846,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.360332,45.637583,corn,Emerge_VEarly,NA,20.42315843,18.64819273,17.72594565,17.93872145,17.90010043,17.91187632,17.79804785,17.79184464,17.99853875,18.17699161,18.70664586,19.31753902,19.59308723,19.44623668,19.56589034,19.55819032,19.99741268,19.83212273,19.99576842,20.02122158,20.38656154,20.44810064,20.81568768,21.10941773,21.75634226,22.1139823,22.71318142,22.66519252,23.98805898,25.36418456,27.42523636,28.32322309,28.35744006,28.99639296,29.46432222,30.25108505,29.90856086,29.01998991,28.86333135,29.70830189,31.41059186,32.85194294,33.98270448,34.31808073,34.37688288,32.17725526,33.19102883,31.73006145,32.15380009,29.84473478,NA,NA,NA,NA,NA,NA,29.56859911,30.68733297,30.99609468,31.6372999,32.32844796,32.79024368,33.53347361,34.22283144,34.84397805,35.24620814,33.97946558,31.71454531,NA,NA,NA,NA,NA,NA,NA,33.74701771,33.84889616,34.77680089,35.59845519,36.91107403,37.94008839,37.70524255,36.80145987,35.22062179,34.58092431,35.25520401,36.60994193,35.21161505,32.85028388,28.86387616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.39066156,34.59234422,35.42856006,35.93144014,35.49820963,35.10486367,34.84253061,35.23485989,35.66390703,36.44097285,37.56509439,37.98690654,38.24842854,38.09445996,38.29485595,38.07834635,37.74051608,37.18145612,37.05700667,36.53212263,35.95371126,35.04431902,34.71929463,34.05491355,32.43995748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.92029123,30.58383991,33.57015605,34.56666293,35.42913763,35.63689562,36.40103349,36.67672372,36.60676811,35.16632502,33.71859196,33.59443633,33.66015821,33.12178378,32.15393976,32.41006978,32.88694759,32.4101154,31.15317494,30.0357408,29.45138272,28.5157144,27.34656816,27.29568018,27.17486604,27.89947437,26.01785812,24.12283869,22.58894126,NA,NA,NA,NA,NA,14,Wisconsin
1566,4847,USA,8,EO1H0250282009143110P1_PF1_01,5,2009,143,-90.396292,45.635611,corn,Emerge_VEarly,NA,20.68531989,18.95468928,18.03226455,18.11471088,18.1288442,18.26460867,18.30726527,18.42015451,18.66800759,18.93008048,19.58672155,20.17527803,20.4448016,20.28299687,20.72173838,20.93938612,21.57395362,21.41110055,21.62131843,21.70820758,22.21058703,22.4234728,22.90809631,23.21706606,23.71297028,24.30316938,24.47414585,24.24176438,25.17248093,26.63439389,28.07291294,28.55704776,28.83765846,29.88950674,30.13458478,30.54275122,29.77742023,29.15955319,29.06185846,30.36600244,32.02436237,33.27415157,34.18064384,34.26115649,33.72111659,31.25620786,32.06537014,31.0885329,31.60363249,29.98855474,NA,NA,NA,NA,NA,NA,29.12851754,30.48662003,31.08921996,32.05785826,33.04624311,33.644598,34.09432658,34.55642969,34.80863629,35.11833258,33.78369797,31.40664089,NA,NA,NA,NA,NA,NA,NA,34.33129718,33.89443324,34.57927974,35.22125873,36.66780163,37.94819269,37.625404,36.95173587,35.2800287,34.95038046,35.64561757,37.13965262,35.7227248,33.3470162,29.40714057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.21159702,36.21302376,36.74999059,37.0798152,36.56205395,36.00134243,35.90647796,36.42228156,36.99450053,37.90215331,38.94156892,39.14020029,39.18850116,38.99819214,39.19585062,38.51932099,38.41133541,38.01767737,38.48910454,37.78202483,37.11293615,36.09415607,35.875068,34.82299176,32.80775883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4897754,32.02904345,33.9462304,35.37146611,36.74008477,37.43532413,37.43879247,37.5923418,37.57696236,35.90355047,34.21301046,34.2175962,34.19073366,33.87375962,32.94221572,33.39040033,33.83020834,33.32517563,32.40466913,31.09849379,30.35444032,29.14652074,27.68883959,27.28654916,26.94993676,28.13777674,26.92186003,26.03974797,24.74907386,NA,NA,NA,NA,NA,14,Wisconsin
